Timestamp,Sex,Height (cm),Weight (KG),Arm Span (cm),How long have you been climbing for?,Where do you climb?,Hardest V Grade ever climbed ,Hardest V Grade climbed in the Last 3 months,The V grade you can send 90-100% of routes ,Hardest Route grade climbed (Ewbank grade) ,Hardest route climbed last 3 months (ewbank),Route grade you can send 90-100% of climbs,Frequency of climbing sessions per week,Average hours climbing per week (not including training),Average hours Training for climbing per week ,Hangboard Frequency per week ,Hangboard grips used ,Style of Hangboarding chosen ,Max Weight hangboard 18mm edge - Half crimp (KG)  (10 seconds) (added weight only),Max Weight hangboard 18mm edge - open crimp (KG) (10 seconds)  (added weight only),"Min Edge used (mm, +kg if weight added ) - Half Crimp (10 seconds)","Min Edge used (mm, +kg if weight added) - Open crimp (10 seconds) ",Campus Board frequency per week ,Campus Board time per week (hours),Frequency of Endurance training sesions per week,Endurance training ,General Strength Training frequency per week ,Time spent General strength training (hours),Type of Strength training,"Other activities (ie yoga, cardio)",Max pull up reps,5 rep max weighted pull ups,max push ups reps,max L-sit time 
19/04/2017 23:57:00,Male,175,72,182,0 - .5 years,Indoor Climbing only,I don't boulder,I don't boulder,I don't boulder,26,26,25,3,8,1,2,"Open Crimp, Front 3, Slopers, Pinch","Repeaters, ""no hangs""",,,,,0,0,2,"4x4, hangboard repeater protocols",4,4,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing","Acro-Yoga, Mountain Biking",18,27,40,15
20/04/2017 00:00:02,Male,168,59,168,0 - .5 years,Indoor Climbing only,V7,V7,V6,22,22,20,2,3,4,2,"Open Crimp, Pinch",Max weight,9,9,18,18,0,0,0,I don't train for endurance,2,4,"Upper body pulling, Upper body pushing",,12,4.5 kg,20,
20/04/2017 00:10:19,Female,162,153,162,1 - 1.5 years,Indoor and outdoor climbing,V4,V3,V2,22,20,18,4,10,1,0,I don't Hangboard,I don't hangboard,,,,,0,0,1,"4x4, Laps of routes, route climbing intervals",0,0,No other strength training,Cardio,,,,
20/04/2017 00:31:30,Male,172,72,172,3.5 - 4 years,Indoor and outdoor climbing,V7,V7,V5,I don't climb routes,I don't climb routes,I don't climb routes,4,4,10,2,"Half Crimp, Pinch","Max weight, ""no hangs""",~109kg,n/a,n/a,n/a,0,0,1,ARC,2,4,"Antagonists, Core, Upper body pulling, Upper body pushing",,20,70lbs,~30,n/a
20/04/2017 01:12:01,Male,178,77,178,4.5 - 5 years,Indoor and outdoor climbing,V7,V6,V4,27,24,22,3,8,2,0,I don't Hangboard,I don't hangboard,,,,,0,0,1,"4x4, Laps of routes",1,2,"Antagonists, Legs, Core, Upper body pushing","Yoga, Running",15,,,
20/04/2017 01:47:22,Male,178,81,191,4 - 4.5 years,Indoor Climbing only,V6,V6,V3,21,I don't climb routes,19,2,4,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,,10,,,
20/04/2017 02:51:13,Female,152,54,152,1.5 - 2 years,Indoor Climbing only,V2,V2,V1,I don't climb routes,I don't climb routes,I don't climb routes,1,2,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,yoga,,,20,
20/04/2017 02:51:37,Female,160,54.4,160,.5 - 1 years,Indoor and outdoor climbing,V4,V4,V3,23,22,21,2,4,2,0,I don't Hangboard,I don't hangboard,,,,,0,0,1,"4x4, Max moves, Laps of routes, ARC",2,2,"Antagonists, Legs, Core","yoga, dance, skiing",4,,,
20/04/2017 03:49:48,Male,196,93,204,0 - .5 years,Indoor Climbing only,V6,V5,V3,24,20,15,3,6,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,Non,2,,,
20/04/2017 04:00:10,Female,160,56,160,2 - 2.5 years,Indoor and outdoor climbing,V4,V4,V2,20,20,17,2,4,1,2,"Full Crimp, Half Crimp, Open Crimp",Other protocol,,,,,0,0,0,I don't train for endurance,3,4,"Legs, Core, Upper body pulling, Upper body pushing",Yogs,5,,40ish,
20/04/2017 04:12:13,Male,187.96,77.5643,192,6.5 - 7 years,Indoor and outdoor climbing,V7,V7,V4,29,26,24,2,8,5,1,"Full Crimp, Half Crimp, Open Crimp, Front 3, Front 2, Middle 2, Slopers",Repeaters,9,5,10,18,0,0,1,"hangboard repeater protocols, route climbing intervals, threshold intervals",1,2,"Antagonists, Legs, Upper body pulling, Upper body pushing",,18,+ 55 lbs,18,n/a
20/04/2017 04:19:57,Male,185,66,188,6 - 6.5 years,Indoor and outdoor climbing,V10,V10,V6,27,25,24,4,14,3,0,I don't Hangboard,I don't hangboard,?,?,?,?,0,0,0,other,2,2,Core,12 oz biceps curls ;),30,?,50,?
20/04/2017 05:08:48,Male,184,59,190,4 - 4.5 years,Indoor and outdoor climbing,V4,V4,V3,19,19,17,1,2,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,running,4,,20,
20/04/2017 05:19:40,Male,189,70,191,2 - 2.5 years,Indoor and outdoor climbing,V7,V7,V5,25,25,23,5,9,1,0,I don't Hangboard,I don't hangboard,,,,,0,0,2,"4x4, Laps of routes",1,1,Core,,,,,
20/04/2017 06:28:06,Male,178,81.6,178,.5 - 1 years,Indoor Climbing only,V5,V4,V3,I don't climb routes,I don't climb routes,I don't climb routes,2,3,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,1,1,"Upper body pulling, Upper body pushing",Cardio,18,40,50,10
20/04/2017 06:30:38,Male,175,58,178,1.5 - 2 years,Indoor and outdoor climbing,V8,V8,V5,26,26,24,4,9,4,2,"Half Crimp, Open Crimp, Front 3, Front 2, Slopers, Pinch","Max weight, Min Edge",20,20,12,12,1,1,2,"4x4, Max moves, systems boards",2,2,"Antagonists, Legs, Core, Upper body pushing",Yoga,,50lbs,,
20/04/2017 07:09:49,Male,178,66,180,6 - 6.5 years,Indoor and outdoor climbing,V8,V8,V6,24,24,20,3,10,6,1,"Open Crimp, Slopers",Other protocol,,,,,1,2,0,I don't train for endurance,1,3,"Antagonists, Core",cardio,20,-,20,-
20/04/2017 07:27:26,Male,169,79,162,.5 - 1 years,Indoor and outdoor climbing,V4,V4,V3,18,17,16,3,7,2,0,I don't Hangboard,I don't hangboard,,,,,3,1,2,"Max moves, Laps of routes, Feet on 'campusing', route climbing intervals",4,9,"Legs, Core, Upper body pulling, Upper body pushing",Cardio,28,75,95,20
20/04/2017 11:00:30,Male,185,70.3,196,2 - 2.5 years,Indoor and outdoor climbing,V7,V7,V5,22,I don't climb routes,22,3,10,6,1,"Full Crimp, Half Crimp, Open Crimp, Slopers, Pinch",Repeaters,0,0,0,0,0,0,0,I don't train for endurance,3,6,"Antagonists, Legs, Core, Upper body pushing",weight lifting,20,20,35,115
20/04/2017 11:41:23,Female,165,61,160.6,1 - 1.5 years,Indoor and outdoor climbing,V4,V4,V2,19,19,17,3,7,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,,4,0,,
20/04/2017 11:57:44,Male,179,73,181,0 - .5 years,Indoor Climbing only,V4,V4,V3,21,21,17,2,6,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,2,4,"Legs, Upper body pulling, Upper body pushing",,18,I don't know,70,I don't know
20/04/2017 12:10:52,Male,180,72.5,160,1.5 - 2 years,Indoor and outdoor climbing,V8,V8,V6,25,25,22,5,8,4,1,"Open Crimp, Front 3, Back 3, Slopers",Repeaters,,,,,0,0,2,"4x4, systems boards",2,3,"Core, Upper body pulling, Upper body pushing",,25,,100,
20/04/2017 12:45:18,Male,178,68,180,2 - 2.5 years,Indoor and outdoor climbing,V9,V8,V5,23,23,21,2,6,5,2,"Half Crimp, Open Crimp, Slopers","Max weight, Repeaters",,20,8,10,2,2,2,"4x4, hangboard repeater protocols, systems boards",2,3,"Antagonists, Core, Upper body pulling",,25,15,,
20/04/2017 13:07:22,Female,158,54,148,2.5 - 3 years,Indoor and outdoor climbing,I don't boulder,I don't boulder,I don't boulder,19,20,17,2,6,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,2,6,No other strength training,,,,,
20/04/2017 14:06:19,Male,183,81,185,6.5 - 7 years,Indoor and outdoor climbing,V10,V9,V7,29,I don't climb routes,27,3,6,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,,,,,
20/04/2017 14:07:46,Male,183,86,188,3.5 - 4 years,Indoor and outdoor climbing,V7,V7,V5,21,21,18,3,6,2,0,"Open Crimp, Front 3, Back 3, Middle 2, Slopers, Pinch","Max weight, Min Edge, Repeaters",86,95,,,0,0,0,"4x4, hangboard repeater protocols, systems boards, Laps of routes, ARC",2,4,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",,13,95kg,40,30sec
20/04/2017 14:42:18,Male,170,85,168,1 - 1.5 years,Indoor Climbing only,V2,V2,V1,23,23,19,2,8,2,1,"Open Crimp, Middle 2",Other protocol,,,,,0,0,0,I don't train for endurance,2,2,"Antagonists, Upper body pulling, Upper body pushing",Slackline,8,,10,15
20/04/2017 22:04:17,Male,185,78,175,.5 - 1 years,Indoor Climbing only,V7,V7,V4,24,24,21,2,5,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,,12,,,
20/04/2017 22:04:17,Male,185,78,175,.5 - 1 years,Indoor Climbing only,V7,V7,V4,24,24,21,2,5,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,,12,,,
20/04/2017 23:49:06,Male,180,81.65,dunno,2 - 2.5 years,Indoor and outdoor climbing,V7,V6,V4,25,23,21,3,10,2,0,"Half Crimp, Middle 2, Slopers, Pinch",Repeaters,50,,,,0,0,0,I don't train for endurance,0,0,No other strength training,,8,,,
21/04/2017 01:13:29,Male,178,74.5,177,10.5 - 11 years,Indoor and outdoor climbing,V7,V7,V5,25,25,20,3,5,2,1,"Half Crimp, Open Crimp","Max weight, Repeaters",5,22,,,2,1,1,"4x4, hangboard repeater protocols, ARC",1,1,"Core, Upper body pulling",,,24,,
21/04/2017 01:47:23,Male,178,82,180,1 - 1.5 years,Indoor and outdoor climbing,V5,V5,V3,19,18,17,2,6,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,1,1,"Antagonists, Upper body pulling, Upper body pushing",,,,,
21/04/2017 02:26:00,Male,176,76,170,1 - 1.5 years,Indoor and outdoor climbing,V6,V6,V5,22,22,22,3,6,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,1,ARC,3,3,"Antagonists, Core","yoga, running",,,,
21/04/2017 07:17:11,Male,183,79,181,3.5 - 4 years,Indoor and outdoor climbing,V9,V9,V5,27,21,25,5,24,8,2,"Half Crimp, Open Crimp, Front 3, Back 3, Middle 2, Slopers, Pinch, Monos","Max weight, Min Edge, Repeaters, One arm hang program",36,36,,,0,0,2,"4x4, hangboard repeater protocols, Laps of routes, ARC",1,1,"Upper body pulling, Upper body pushing",Heavy stretching ,19,34,50,50 seconds
21/04/2017 08:35:20,Male,167,74,167,1 - 1.5 years,Indoor Climbing only,V6,V6,V4,I don't climb routes,I don't climb routes,I don't climb routes,2,5,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,,,,,
21/04/2017 10:14:21,Male,182.9,80,180,3.5 - 4 years,Indoor and outdoor climbing,V8,V7,V6,27,25,24,3,5,4,2,"Open Crimp, Slopers, Pinch",Min Edge,,,,,1,1,1,Laps of routes,2,2,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing","yoga, lifting",20,190,60,
22/04/2017 04:41:10,Male,183,80,76,10.5 - 11 years,Indoor and outdoor climbing,V9,V8,V6,I don't climb routes,I don't climb routes,I don't climb routes,2,3,3,0,I don't Hangboard,I don't hangboard,,,,,2,1,1,4x4,2,2,"Antagonists, Upper body pushing",Yoga,35,40kg,50,30secs
22/04/2017 13:16:54,Male,180,92,190,1 - 1.5 years,Indoor and outdoor climbing,V5,V4,V3,19,18,17,2,4,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,1,"4x4, Max moves",1,1,"Legs, Core, Upper body pulling",,8,8kg,25,30s
23/04/2017 18:56:39,Female,165,53.5,155 cm,1.5 - 2 years,Indoor Climbing only,V6,V6,V5,25,25,24,4,5,3,1,"Half Crimp, Open Crimp, Front 3, Back 3, Slopers, Pinch",Repeaters,,,,,0,0,1,"hangboard repeater protocols, Laps of routes, ARC",0,0,No other strength training,Cardio,15,,70,
24/04/2017 13:56:05,Male,180,70,183,6 - 6.5 years,Indoor and outdoor climbing,V9,V8,V7,31,31,30,5,8,3,3,"Half Crimp, Front 3, Middle 2, Slopers","Repeaters, One arm hang program",35,32,5mm,8mm,0,0,1,4x4,2,2,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",,25,40kg,30,30 s
24/04/2017 19:34:13,Male,192,89,208,1.5 - 2 years,Indoor and outdoor climbing,V6,V6,V4,23,23,21,3,10,4,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,,6,4,"Antagonists, Core, Upper body pulling, Upper body pushing",,12+ (max Untested),unknown,25+ (max untested),35s+ (max untested)
25/04/2017 03:28:23,Male,177.5,72.5,179,.5 - 1 years,Indoor and outdoor climbing,V5,V5,V3,19,19,17,3,4,3,1,"Half Crimp, Open Crimp",Max weight,0,0,18mm,18mm,0,0,1,"4x4, ARC",2,2,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",Yoga 1-2x/week (usually recovery/restorative); mountain biking 0-1x week,20,21kg,30+,25 seconds
25/04/2017 13:08:12,Female,169,57,170,.5 - 1 years,Indoor Climbing only,V3,V3,V1,17,17,17,2,4,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,4,8,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",Cardio,4,,25,
26/04/2017 05:41:31,Male,171,68,175,1 - 1.5 years,Indoor and outdoor climbing,V8,V8,V5,I don't climb routes,I don't climb routes,I don't climb routes,3,6,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,1,Max moves,0,0,No other strength training,"yoga, soccer",,,,
26/04/2017 07:32:34,Male,180,74.8,184,12 - 12.5 years,Indoor and outdoor climbing,V7,V7,V5,29,28,26,3,8,4,1,Half Crimp,"Max weight, One arm hang program, ""no hangs""",43,?,?,?,0,0,1,"4x4, route climbing intervals",1,1,"Antagonists, Legs, Core, Upper body pushing",walking,?,110 kg (incl. body weight),?,?
26/04/2017 11:50:50,Male,174,68,175,2 - 2.5 years,Indoor and outdoor climbing,V8,V8,V6,24,24,21,4,5,3,1,Open Crimp,Repeaters,,,,,2,1,1,I don't train for endurance,1,1,"Core, Upper body pulling",,,,,
29/04/2017 18:13:57,Male,194,80,196,0 - .5 years,Indoor Climbing only,V3,V3,V2,16,16,15,4,7,1,2,"Open Crimp, Slopers",Min Edge,0,0,25,25,0,0,1,Laps of routes,2,1,"Core, Upper body pulling",Cardio,12,0,45,10
30/04/2017 06:40:42,Male,183,98,183,5 - 5.5 years,Indoor and outdoor climbing,V4,V4,V3,24,21,20,3,10,2,1,"Full Crimp, Middle 2, Slopers",Max weight,,,,,0,0,2,Laps of routes,2,5,"Core, Upper body pulling, Upper body pushing",Running,9,,,
01/05/2017 15:03:19,Male,160,64.41,159.6,5 - 5.5 years,Indoor and outdoor climbing,V7,V7,V5,I don't climb routes,I don't climb routes,I don't climb routes,2,7,3,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,2,2,"Antagonists, Legs, Core, Upper body pushing",Yoga,30,,,
02/05/2017 03:52:12,Male,179,68,179,7 - 7.5 years,Indoor and outdoor climbing,V6,V5,V4,26,22,18,3,6,1,1,"Half Crimp, Open Crimp, Front 3, Back 3, Front 2, Middle 2, Back 2, Slopers",Repeaters,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,cardio,12,,,
04/05/2017 05:58:23,Male,186,78,190,8.5 - 9 years,Indoor Climbing only,V8,V8,V5,27,21,22,2,4,2,0,I don't Hangboard,I don't hangboard,,,,,2,1,0,I don't train for endurance,0,0,Upper body pulling,,12,,15,60
08/05/2017 02:59:05,Male,171,65,168,.5 - 1 years,Indoor and outdoor climbing,V3,V3,V2,18,18,17,3,6,1,0,I don't Hangboard,I don't hangboard,,,,,1,2,2,Laps of routes,2,2,"Legs, Core, Upper body pulling, Upper body pushing",running,20,45lbs,35,
26/05/2017 05:09:10,Male,172,61,180,.5 - 1 years,Indoor and outdoor climbing,V8,V8,V6,25,25,20,4,6,8,2,"Half Crimp, Open Crimp, Back 3, Slopers, Pinch",Max weight,36,40,,,2,2,1,"4x4, systems boards, other",3,4,"Antagonists, Core, Upper body pulling, Upper body pushing","running, biking",35,45,14,40
16/06/2017 07:44:26,Male,183,79,191,5 - 5.5 years,Indoor and outdoor climbing,V9,V9,V7,I don't climb routes,I don't climb routes,I don't climb routes,4,8,3,1,"Full Crimp, Half Crimp, Open Crimp, Middle 2, Slopers","Min Edge, Repeaters",45,45,6,6,0,0,0,I don't train for endurance,3,3,"Antagonists, Core, Upper body pulling",,20,40,33,45
19/06/2017 18:56:05,Male,162,56,162,.5 - 1 years,Indoor Climbing only,V5,V5,V3,20,20,18,3,7,1,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,route climbing intervals,1,1,"Antagonists, Core","yoga, cardio",12,,35,15sec
22/06/2017 20:37:41,Male,182,83,196,8.5 - 9 years,Indoor and outdoor climbing,V14,V14,V10,I don't climb routes,I don't climb routes,I don't climb routes,4,8,12,1,"Full Crimp, Half Crimp","Max weight, One arm hang program",120,80,4,5,0,0,0,I don't train for endurance,3,3,Upper body pulling,fuck that,80,+80,50,fuck that
06/07/2017 23:37:43,Female,178,64,179,.5 - 1 years,Indoor Climbing only,V6,V6,V4,I don't climb routes,I don't climb routes,I don't climb routes,3,6,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,3,1,"Antagonists, Core, Upper body pulling, Upper body pushing",,9,0,10,?
21/07/2017 22:45:48,Male,177,64,192,4 - 4.5 years,Indoor and outdoor climbing,V10,V9,V7,30,I don't climb routes,26,5,20,4,2,Open Crimp,One arm hang program,67kg,65kg,13mm + 20kg,13mm + 20kg,1,1,0,I don't train for endurance,1,2,"Antagonists, Core, Upper body pulling, Upper body pushing",,30,+50kg,40,30s
01/09/2017 23:27:25,Male,1295,69,1295,10 - 10.5 years,Indoor and outdoor climbing,V9,V8,V6,28,26,25,3,2,4,2,"Open Crimp, Front 3, Middle 2, Pinch","Max weight, Repeaters, One arm hang program",27,30,18,12,0,0,2,"4x4, Laps of routes",2,1,"Antagonists, Core, Upper body pulling, Upper body pushing",yoha,i don't do this,I don't do this,I don't know,I don't know
03/09/2017 11:15:09,Male,175,66kg,173,.5 - 1 years,Indoor Climbing only,V5,V5,V3,I don't climb routes,I don't climb routes,I don't climb routes,3,6,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,3,4,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing","Trail Running, Stretching",10,?,25,10
30/11/2017 13:24:07,Female,162.5,61,168,3 - 3.5 years,Indoor and outdoor climbing,V9,V9,V8,12,12,12,4,7,8,2,"Half Crimp, Open Crimp, Pinch","Max weight, One arm hang program",30,20,"12, 30","12, 20",1,1,3,"4x4, hangboard repeater protocols, Max moves, systems boards",3,6,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",,12,13,40,30 sec
16/01/2018 06:28:46,Female,163,~55,166,0 - .5 years,Indoor Climbing only,V6,V6,V4,24,24,21,5,12,2,0,I don't Hangboard,I don't hangboard,,,,,0,0,3,"Laps of routes, other",3,4,"Legs, Core, Upper body pulling, Upper body pushing",,idk,never tried,idk,idk
18/01/2018 10:00:41,Male,177,74,183,7 - 7.5 years,Indoor and outdoor climbing,V10,V8,V7,29,27,27,3,2,12,2,Half Crimp,"Max weight, Min Edge, Repeaters",39,39,17,17,1,1,1,"4x4, hangboard repeater protocols, systems boards",2,2,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",,25,27,69,23
15/02/2018 09:22:16,Male,185,74,180,1.5 - 2 years,Indoor Climbing only,V6,V5,V4,25,25,24,2,4,4,0,"Half Crimp, Open Crimp",Max weight,,,,,0,0,0,,0,0,"Antagonists, Core",,,,,
11/03/2018 21:18:39,Male,180,78,181,14 - 14.5 years,Indoor and outdoor climbing,V10,V9,V7,28,26,28,4,10,12,2,"Half Crimp, Monos","Max weight, One arm hang program",52.5,50,8,8,1,1,1,route climbing intervals,2,1,"Antagonists, Legs, Core",,30,57,30,20
18/04/2018 14:52:25,Male,177.5,72,180,10 - 10.5 years,Indoor and outdoor climbing,V6,V5,V4,26,25,24,3,3,3,1,"Half Crimp, Front 3, Front 2, Middle 2, Slopers, Pinch",Repeaters,,,,,1,1,0,systems boards,2,1,"Antagonists, Core, Upper body pushing",,,,,
23/04/2018 09:38:43,Male,178,72,176,0 - .5 years,Indoor Climbing only,V4,V4,V3,I don't climb routes,I don't climb routes,I don't climb routes,3,7,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,2,1,"Antagonists, Core, Upper body pushing",,,,,
29/06/2018 09:56:41,Male,172,57,172,.5 - 1 years,Indoor Climbing only,V6,V6,V4,25,25,23,3,6,1,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,2,1,Antagonists,,,,,
29/06/2018 22:25:30,Male,180,82,180,2.5 - 3 years,Indoor Climbing only,V6,V4,V4,24,24,22,1,2,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,other,0,0,No other strength training,Running,10,,30,
28/07/2018 05:04:16,Male,185,88.45,0,10 - 10.5 years,Indoor and outdoor climbing,V9,V8,V6,12,11,11,3,5,2,2,"Half Crimp, Open Crimp",Max weight,27.21,29,8,7,0,0,0,"4x4, hangboard repeater protocols",2,4,"Antagonists, Legs, Upper body pushing","Yoga, running",20,60,50,10
28/08/2018 19:31:05,Male,174,75,178,2 - 2.5 years,Indoor and outdoor climbing,V5,V5,V4,24,24,20,3,3,4,2,"Half Crimp, Open Crimp",Min Edge,,,14,14,0,0,1,"Max moves, Laps of routes",2,1,"Antagonists, Core, Upper body pulling, Upper body pushing",,12,,45,
30/08/2018 00:44:17,Male,183,85,187,2 - 2.5 years,Indoor Climbing only,V5,V5,V3,22,22,18,3,9,2,2,"Half Crimp, Open Crimp",Max weight,1,10,"18,+1","18,+10",0,0,0,I don't train for endurance,2,3,"Antagonists, Legs, Core, Upper body pushing",,,,,
30/08/2018 04:40:02,Male,176,68,176,1.5 - 2 years,Indoor and outdoor climbing,V8,V8,V6,I don't climb routes,I don't climb routes,I don't climb routes,2,4,2,0,I don't Hangboard,I don't hangboard,,,14mm +5kg,14mm +2kg,0,0,0,I don't train for endurance,1,1,"Antagonists, Upper body pulling, Upper body pushing",,,,,
03/09/2018 17:34:47,Male,180,64,180,3.5 - 4 years,Outdoor Climbing only,I don't boulder,I don't boulder,I don't boulder,29,29,22,4,6,3,2,"Half Crimp, Open Crimp",Repeaters,46,46,,,0,0,0,,2,3,"Core, Upper body pulling",yoga,,,,
05/09/2018 09:43:19,Male,171,59,171,1 - 1.5 years,Indoor Climbing only,V7,V7,V5,28,28,24,3,10,2,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,2,2,Antagonists,Static stretching.,,,30,
02/11/2018 10:40:48,Male,180,70,183,7.5 - 8 years,Indoor and outdoor climbing,V11,V11,V9,32,30,30,4,11,5,3,"Half Crimp, Front 3, Middle 2, Pinch","Max weight, Min Edge, Repeaters, One arm hang program, ""no hangs""",57,55,5mm,5mm,0,0,2,"4x4, Laps of routes",1,2,"Antagonists, Core, Upper body pulling, Upper body pushing",,28,+35 kg,35,30 seconds
09/11/2018 11:12:44,Male,179,72,182,2 - 2.5 years,Indoor and outdoor climbing,V6,V6,V4,23,I don't climb routes,21,5,6,5,0,"Half Crimp, Open Crimp, Slopers, Pinch",Repeaters,,,,,1,1,0,,4,5,"Antagonists, Core, Upper body pulling",,,35kilo,,
09/11/2018 21:06:15,Male,172,88,174,10 - 10.5 years,Indoor Climbing only,V8,V7,V5,I don't climb routes,I don't climb routes,I don't climb routes,3,4,2,1,Half Crimp,One arm hang program,45,,,,1,1,0,I don't train for endurance,2,1,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",Running,12,,,
14/11/2018 13:41:20,Male,180,70,180,8 - 8.5 years,Indoor and outdoor climbing,V9,V8,V6,28,26,25,4,3,2,1,"Full Crimp, Half Crimp, Open Crimp, Front 3, Slopers, Pinch",Max weight,58,41,,,0,0,1,"Laps of routes, ARC",1,1,"Legs, Core, Upper body pulling",,,,,
23/11/2018 00:30:51,Male,173,64,186,10 - 10.5 years,Indoor and outdoor climbing,V12,V12,V10,I don't climb routes,I don't climb routes,I don't climb routes,7,14,8,2,Half Crimp,"Max weight, Min Edge, One arm hang program",60kg,,12mm + 40kg,,2,1,1,4x4,3,8,"Antagonists, Core, Upper body pulling, Upper body pushing",cardio,37,50kg,80,1:21
03/12/2018 20:19:27,Male,178,68,180,9.5 - 10 years,Indoor and outdoor climbing,I don't boulder,I don't boulder,I don't boulder,31,31,29,4,7,10,1,Half Crimp,Max weight,36,,8,,0,0,0,I don't train for endurance,2,3,"Antagonists, Core, Upper body pulling, Upper body pushing",,,25,,
03/12/2018 23:43:07,Male,162,53,161,1.5 - 2 years,Indoor Climbing only,V5,V5,V3,22,I don't climb routes,I don't climb routes,2,2,2,2,"Open Crimp, Front 3, Back 3, Front 2, Middle 2, Back 2, Slopers, Monos","Min Edge, Repeaters",,,,,1,1,1,Laps of routes,4,3,"Core, Upper body pulling, Upper body pushing",Bike riding,20,,40,
04/12/2018 00:23:45,Male,173,63,185,7 - 7.5 years,Indoor and outdoor climbing,V13,V13,V9,I don't climb routes,I don't climb routes,I don't climb routes,4,3,4,1,Half Crimp,One arm hang program,,,,,2,1,2,4x4,4,2,Core,,25,75,,
04/12/2018 01:19:02,Male,185,100,187,1.5 - 2 years,Indoor and outdoor climbing,V5,V4,V2,18,16,16,2,3,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,3,5,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",,20,30,45,
04/12/2018 01:49:36,Male,185,65,183,2 - 2.5 years,Indoor and outdoor climbing,V7,V6,V5,27,26,25,2,7,1,0,I don't Hangboard,I don't hangboard,,,,,0,0,1,Laps of routes,1,1,"Antagonists, Core",,6,0,15,-
04/12/2018 02:35:38,Male,191,113,180,0 - .5 years,Indoor and outdoor climbing,V3,V3,V0,18,18,15,2,4,6,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,3,6,"Legs, Core, Upper body pulling, Upper body pushing",cardio,0,0,25,
04/12/2018 03:10:21,Male,172,75,170,.5 - 1 years,Indoor Climbing only,V4,V4,V3,18,18,18,3,8,2,0,I don't Hangboard,I don't hangboard,,,,,1,1,0,I don't train for endurance,1,1,"Antagonists, Core, Upper body pushing",,20,,,
04/12/2018 04:30:09,Male,170,68,190,1.5 - 2 years,Indoor and outdoor climbing,V5,V5,V3,11,11,11,1,2,0,0,I don't Hangboard,I don't hangboard,N/A,N/A,N/A,N/A,0,0,0,I don't train for endurance,1,1,Antagonists,Yoga,15,150,50,N/A
04/12/2018 07:09:59,Male,175.26,70.3,174,.5 - 1 years,Indoor and outdoor climbing,V7,V7,V5,24,24,22,6,10,3,3,Half Crimp,Min Edge,,,,,0,0,2,"4x4, Laps of routes",1,1,Upper body pushing,,17,45 lbs,40,45 sec
